Depto;Departamento;Fam;Familia;anioretail;mesretail;ventasnetas;costos;Utilidad;% Margen
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;7;492158;-264481;227677;0.46
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;2;46470;-28098;18372;0.4
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;5;72731;-44754;27977;0.38
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;8;64510;-42077;22433;0.35
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;3;67172;-33890;33281;0.5
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;6;75594;-38101;37492;0.5
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;9;91894;-52795;39099;0.43
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;2;212993;-103147;109846;0.52
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;5;175116;-81666;93450;0.53
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;12;305479;-156055;149424;0.49
23;Herramientas;12;Acc. Herramientas Eléctricas;2013;12;28;-8;19;0.7
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;6;7641;-3778;3863;0.51
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;9;9708;-5236;4472;0.46
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;12;12768;-6766;6002;0.47
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;3;12902;-7181;5721;0.44
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;6;19102;-11633;7469;0.39
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;3;106863;-56961;49902;0.47
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;6;127853;-67293;60560;0.47
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;3;1239789;-848798;390991;0.32
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;6;1567766;-1138561;429205;0.27
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;9;1372898;-922327;450570;0.33
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;3;506183;-260490;245693;0.49
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;10;443574;-239940;203634;0.46
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;1;53540;-31792;21748;0.41
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;4;95349;-60869;34480;0.36
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;11;96944;-64190;32754;0.34
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;2;51429;-25635;25795;0.5
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;5;57228;-29813;27415;0.48
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;12;78996;-41804;37192;0.47
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;1;136073;-68619;67454;0.5
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;10;195551;-99664;95888;0.49
23;Herramientas;14;Herramienta Manual;2013;12;11;-4;7;0.61
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;1;5844;-2923;2921;0.5
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;4;8565;-4214;4351;0.51
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;7;8042;-4060;3982;0.5
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;1;7633;-4063;3570;0.47
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;5;18857;-10062;8795;0.47
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;8;21765;-12278;9487;0.44
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;11;13751;-7274;6477;0.47
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;5;93082;-50982;42101;0.45
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;8;103767;-58270;45496;0.44
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;11;99904;-55403;44501;0.45
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;1;974815;-683019;291796;0.3
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;8;1647458;-1200806;446652;0.27
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;11;1685561;-1236627;448933;0.27
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;2;455392;-238442;216951;0.48
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;5;436186;-234550;201636;0.46
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;8;499716;-271092;228624;0.46
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;11;564538;-310477;254061;0.45
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;3;45085;-27632;17453;0.39
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;6;69262;-40929;28333;0.41
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;9;67720;-39513;28207;0.42
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;12;114031;-68679;45352;0.4
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;7;65066;-33883;31183;0.48
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;10;54450;-28421;26030;0.48
22;Eléctricos;956;ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE;2013;4;100627;-54395;46232;0.46
22;Eléctricos;956;ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE;2013;7;111501;-61234;50267;0.45
22;Eléctricos;956;ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE;2013;10;98235;-54591;43644;0.44
22;Eléctricos;957;TIMERS Y CONTROLES INTELIGENTES;2013;1;21012;-9822;11190;0.53
22;Eléctricos;957;TIMERS Y CONTROLES INTELIGENTES;2013;4;16637;-7693;8943;0.54
22;Eléctricos;957;TIMERS Y CONTROLES INTELIGENTES;2013;11;26064;-13912;12152;0.47
22;Eléctricos;958;FLIPONES Y CAJAS DE DISTRIBUCIÓN;2013;2;26772;-19795;6977;0.26
22;Eléctricos;958;FLIPONES Y CAJAS DE DISTRIBUCIÓN;2013;5;22600;-15145;7455;0.33
22;Eléctricos;958;FLIPONES Y CAJAS DE DISTRIBUCIÓN;2013;12;42606;-28492;14114;0.33
22;Eléctricos;959;CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS;2013;2;25202;-12907;12295;0.49
22;Eléctricos;959;CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS;2013;5;25929;-12800;13130;0.51
22;Eléctricos;959;CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS;2013;8;25923;-12760;13163;0.51
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;3;216940;-99171;117769;0.54
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;6;222580;-103751;118829;0.53
22;Eléctricos;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;2013;9;226925;-106295;120630;0.53
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;3;9098;-4651;4447;0.49
23;Herramientas;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;2013;10;6597;-3500;3097;0.47
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;2;11140;-6222;4918;0.44
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;9;18157;-10370;7787;0.43
23;Herramientas;686;HERRAMIENTAS NEUMÁTICAS;2013;12;28996;-16141;12855;0.44
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;2;109715;-61522;48193;0.44
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;9;119683;-64794;54889;0.46
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;3;151049;-75198;75850;0.5
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;6;166044;-84811;81233;0.49
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;9;156807;-79534;77272;0.49
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;12;191301;-98754;92548;0.48
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;2;742107;-403522;338585;0.46
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;5;635882;-340001;295880;0.47
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;8;844065;-443392;400673;0.47
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;11;876518;-486957;389562;0.44
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;6;94942;-51987;42955;0.45
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;9;99428;-52606;46822;0.47
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;12;117870;-66583;51286;0.44
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;3;81259;-41052;40207;0.49
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;6;79283;-41815;37468;0.47
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;9;101538;-55189;46349;0.46
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;12;111537;-60188;51350;0.46
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;1;186110;-101866;84244;0.45
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;4;174535;-97570;76965;0.44
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;7;153663;-81103;72560;0.47
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;8;31634;-22467;9167;0.29
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;11;64645;-49864;14781;0.23
24;Plomería;962;GRIFERÍA;2013;5;564669;-323858;240811;0.43
24;Plomería;962;GRIFERÍA;2013;8;739372;-462117;277256;0.37
24;Plomería;962;GRIFERÍA;2013;11;686853;-407337;279516;0.41
23;Herramientas;687;HERRAMIENTAS PARA SOLDAR;2013;12;150694;-86106;64588;0.43
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;2;1445698;-1077849;367849;0.25
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;5;1166690;-820347;346344;0.3
23;Herramientas;716;HERRAMIENTA ELÉCTRICA;2013;12;2058512;-1497596;560916;0.27
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;6;543548;-291752;251796;0.46
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;9;584415;-314802;269613;0.46
23;Herramientas;717;ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS;2013;12;716951;-381725;335226;0.47
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;7;81325;-51472;29852;0.37
23;Herramientas;718;HERRAMIENTAS ESTACIONARIAS;2013;10;65361;-38835;26526;0.41
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;1;51048;-25384;25664;0.5
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;4;57449;-29797;27652;0.48
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;8;53838;-28102;25736;0.48
23;Herramientas;719;HERRAMIENTA MANUAL PARA CONSTRUCCIÓN;2013;11;64751;-34243;30508;0.47
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;2;146400;-73715;72685;0.5
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;5;128721;-66965;61755;0.48
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;8;132814;-68802;64012;0.48
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;1;674453;-345264;329189;0.49
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;4;779659;-446378;333281;0.43
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;7;753681;-397060;356622;0.47
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;2;93805;-51350;42455;0.45
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;5;74517;-41359;33158;0.44
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;8;86407;-48145;38262;0.44
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;11;88574;-50980;37594;0.42
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;2;82983;-43386;39597;0.48
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;4;141341;-74613;66728;0.47
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;11;152334;-79687;72648;0.48
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;3;830583;-440408;390175;0.47
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;10;655821;-349827;305994;0.47
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;1;81092;-42552;38541;0.48
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;4;82715;-47360;35355;0.43
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;7;84619;-47332;37287;0.44
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;1;71116;-35667;35450;0.5
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;4;77346;-41945;35401;0.46
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;11;80916;-43764;37152;0.46
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;6;226316;-134283;92032;0.41
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;9;188184;-105335;82849;0.44
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;12;301804;-168912;132891;0.44
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;3;27539;-15865;11675;0.42
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;6;22497;-15054;7443;0.33
24;Plomería;962;GRIFERÍA;2013;3;770701;-445414;325287;0.42
24;Plomería;962;GRIFERÍA;2013;6;898319;-575178;323141;0.36
24;Plomería;963;EMPAQUES;2013;3;14146;-6346;7800;0.55
24;Plomería;963;EMPAQUES;2013;10;8832;-3940;4892;0.55
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;5;482098;-245733;236365;0.49
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;8;470334;-240409;229926;0.49
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;11;500706;-258527;242179;0.48
24;Plomería;971;CALENTADORES DE AGUA;2013;1;1094638;-746787;347852;0.32
24;Plomería;971;CALENTADORES DE AGUA;2013;4;1073708;-796282;277426;0.26
24;Plomería;971;CALENTADORES DE AGUA;2013;11;1202281;-847309;354971;0.3
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;3;42049;-20577;21471;0.51
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;6;39844;-19772;20072;0.5
24;Plomería;963;EMPAQUES;2013;2;10633;-4904;5729;0.54
24;Plomería;963;EMPAQUES;2013;5;10071;-4642;5429;0.54
24;Plomería;963;EMPAQUES;2013;8;10599;-4806;5793;0.55
24;Plomería;963;EMPAQUES;2013;11;11211;-5012;6200;0.55
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;3;598767;-298733;300033;0.5
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;6;597268;-307688;289580;0.48
24;Plomería;971;CALENTADORES DE AGUA;2013;3;1190279;-799214;391065;0.33
24;Plomería;971;CALENTADORES DE AGUA;2013;6;1050992;-724323;326669;0.31
24;Plomería;971;CALENTADORES DE AGUA;2013;9;1061666;-713464;348202;0.33
24;Plomería;971;CALENTADORES DE AGUA;2013;12;2186957;-1536993;649964;0.3
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;1;32307;-16042;16265;0.5
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;8;35988;-18039;17949;0.5
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;11;41017;-20386;20631;0.5
24;Plomería;973;LLAVES;2013;5;197279;-109689;87590;0.44
24;Plomería;973;LLAVES;2013;8;191054;-105381;85674;0.45
24;Plomería;973;LLAVES;2013;11;209721;-116456;93265;0.44
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;3;193023;-101160;91863;0.48
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;6;220042;-117548;102494;0.47
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;9;197719;-104723;92997;0.47
24;Plomería;980;BOMBAS DE AGUA;2013;1;101029;-66058;34971;0.35
24;Plomería;980;BOMBAS DE AGUA;2013;8;131820;-82317;49503;0.38
24;Plomería;980;BOMBAS DE AGUA;2013;11;105193;-66437;38756;0.37
24;Plomería;984;FILTROS;2013;4;39344;-24742;14602;0.37
24;Plomería;984;FILTROS;2013;7;26372;-17412;8960;0.34
24;Plomería;984;FILTROS;2013;10;23766;-15901;7865;0.33
24;Plomería;985;LAVATRASTOS;2013;1;66714;-41336;25378;0.38
24;Plomería;985;LAVATRASTOS;2013;8;63431;-39518;23913;0.38
24;Plomería;985;LAVATRASTOS;2013;11;87006;-60434;26572;0.31
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;5;18642;-10150;8492;0.46
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;8;19887;-9713;10174;0.51
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;11;13157;-6593;6564;0.5
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;5;71660;-38149;33510;0.47
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;8;87482;-49858;37624;0.43
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;3;175098;-88191;86907;0.5
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;10;119815;-62959;56856;0.47
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;1;32430;-19950;12479;0.38
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;4;16068;-8411;7657;0.48
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;7;78050;-57844;20206;0.26
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;10;57463;-44235;13227;0.23
24;Plomería;962;GRIFERÍA;2013;1;565340;-314836;250504;0.44
24;Plomería;962;GRIFERÍA;2013;4;605483;-350973;254510;0.42
24;Plomería;962;GRIFERÍA;2013;7;732582;-441207;291374;0.4
24;Plomería;962;GRIFERÍA;2013;10;585222;-346208;239015;0.41
24;Plomería;963;EMPAQUES;2013;1;11482;-5272;6210;0.54
24;Plomería;963;EMPAQUES;2013;4;12137;-5458;6679;0.55
24;Plomería;963;EMPAQUES;2013;7;10317;-4577;5740;0.56
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;2;472625;-237427;235198;0.5
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;9;583696;-300473;283223;0.49
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;12;699553;-360259;339294;0.49
24;Plomería;971;CALENTADORES DE AGUA;2013;7;1133339;-791243;342097;0.3
24;Plomería;971;CALENTADORES DE AGUA;2013;10;852011;-580567;271444;0.32
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;2;31440;-16366;15074;0.48
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;5;33287;-16469;16819;0.51
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;9;42548;-20962;21585;0.51
24;Plomería;972;HERRAMIENTAS DE PLOMERÍA;2013;12;58642;-29043;29599;0.5
24;Plomería;973;LLAVES;2013;2;195808;-106901;88907;0.45
24;Plomería;973;LLAVES;2013;9;217255;-120558;96696;0.45
24;Plomería;973;LLAVES;2013;12;287006;-159259;127747;0.45
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;4;174354;-94949;79406;0.46
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;7;181839;-95191;86648;0.48
24;Plomería;973;LLAVES;2013;3;254012;-138561;115451;0.45
24;Plomería;973;LLAVES;2013;6;235921;-132199;103721;0.44
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;1;164657;-88699;75957;0.46
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;8;161992;-87106;74886;0.46
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;11;174452;-92582;81870;0.47
24;Plomería;980;BOMBAS DE AGUA;2013;3;164370;-97661;66708;0.41
24;Plomería;980;BOMBAS DE AGUA;2013;6;100941;-62289;38652;0.38
24;Plomería;980;BOMBAS DE AGUA;2013;9;109014;-64452;44562;0.41
24;Plomería;984;FILTROS;2013;2;34520;-22658;11862;0.34
24;Plomería;984;FILTROS;2013;5;39815;-24473;15341;0.39
24;Plomería;984;FILTROS;2013;12;37702;-23059;14643;0.39
24;Plomería;985;LAVATRASTOS;2013;3;101574;-68373;33201;0.33
24;Plomería;985;LAVATRASTOS;2013;6;86130;-59269;26862;0.31
24;Plomería;985;LAVATRASTOS;2013;9;69591;-44029;25562;0.37
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;3;11848;-5435;6413;0.54
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;6;25893;-13660;12233;0.47
24;Plomería;987;MUEBLES Y ESPEJOS;2013;7;86078;-57637;28441;0.33
24;Plomería;987;MUEBLES Y ESPEJOS;2013;10;65580;-40757;24822;0.38
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;2;2773;-1397;1376;0.5
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;9;3227;-1709;1517;0.47
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;12;3646;-1843;1803;0.49
25;Automotriz;683;REPUESTOS DE AUTOS;2013;3;498326;-351712;146614;0.29
25;Automotriz;683;REPUESTOS DE AUTOS;2013;6;589171;-398823;190348;0.32
25;Automotriz;683;REPUESTOS DE AUTOS;2013;9;548532;-359605;188927;0.34
25;Automotriz;683;REPUESTOS DE AUTOS;2013;12;514410;-356641;157769;0.31
25;Automotriz;965;SEGURIDAD AUTOMOTRIZ;2013;7;65559;-36413;29146;0.44
25;Automotriz;965;SEGURIDAD AUTOMOTRIZ;2013;10;56910;-30321;26589;0.47
25;Automotriz;993;ACCESORIOS DE AUTOS;2013;5;285308;-142090;143219;0.5
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;7;147006;-76650;70356;0.48
23;Herramientas;720;HERRAMIENTA MANUAL PARA CORTAR;2013;10;125929;-64729;61200;0.49
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;6;1006154;-526968;479186;0.48
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;9;841539;-442503;399036;0.47
23;Herramientas;721;HERRAMIENTA MANUAL DE USO GENERAL;2013;12;1415710;-786372;629338;0.44
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;3;92053;-48517;43536;0.47
23;Herramientas;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;2013;10;82654;-45644;37010;0.45
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;7;82006;-42851;39154;0.48
23;Herramientas;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;2013;10;69023;-36754;32269;0.47
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;2;214984;-122450;92534;0.43
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;5;162231;-85973;76258;0.47
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;8;181417;-104451;76966;0.42
23;Herramientas;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;2013;11;198060;-107983;90076;0.45
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;2;21158;-13351;7807;0.37
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;9;45085;-35758;9327;0.21
23;Herramientas;961;GENERADORES DE ENERGÍA;2013;12;40480;-30122;10358;0.26
24;Plomería;46;Accesorios de Baño / Plomería;2013;10;13;-67;-53;-3.99
24;Plomería;962;GRIFERÍA;2013;2;614234;-366883;247351;0.4
24;Plomería;962;GRIFERÍA;2013;9;713248;-406476;306772;0.43
24;Plomería;962;GRIFERÍA;2013;12;938567;-551361;387205;0.41
24;Plomería;963;EMPAQUES;2013;6;13185;-5824;7361;0.56
24;Plomería;963;EMPAQUES;2013;9;12709;-5744;6965;0.55
24;Plomería;963;EMPAQUES;2013;12;14003;-6387;7615;0.54
24;Plomería;964;TUBERÍA, CONEXIONES Y DRENAJE;2013;1;464696;-235279;229417;0.49
24;Plomería;974;DESAGÜE Y ACCESORIOS;2013;10;154646;-86089;68556;0.44
24;Plomería;980;BOMBAS DE AGUA;2013;4;123308;-80361;42947;0.35
24;Plomería;980;BOMBAS DE AGUA;2013;7;96134;-56973;39161;0.41
24;Plomería;980;BOMBAS DE AGUA;2013;10;89474;-53389;36085;0.4
24;Plomería;984;FILTROS;2013;3;40949;-26713;14236;0.35
24;Plomería;984;FILTROS;2013;6;38341;-23780;14562;0.38
24;Plomería;984;FILTROS;2013;9;34644;-21453;13191;0.38
24;Plomería;985;LAVATRASTOS;2013;4;68036;-43459;24578;0.36
24;Plomería;985;LAVATRASTOS;2013;7;68006;-41947;26059;0.38
24;Plomería;985;LAVATRASTOS;2013;10;68759;-47164;21596;0.31
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;1;13115;-7353;5762;0.44
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;4;10223;-4720;5503;0.54
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;7;11430;-5340;6090;0.53
24;Plomería;986;SECADORES Y EXTRACTORES DE BAÑO;2013;10;15495;-8298;7197;0.46
24;Plomería;987;MUEBLES Y ESPEJOS;2013;1;98905;-61775;37130;0.38
24;Plomería;987;MUEBLES Y ESPEJOS;2013;4;81215;-50399;30815;0.38
24;Plomería;987;MUEBLES Y ESPEJOS;2013;11;82881;-50362;32518;0.39
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;5;2246;-1165;1081;0.48
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;8;2692;-1518;1174;0.44
25;Automotriz;682;DECORACIÓN DE AUTOS;2013;11;2977;-1422;1555;0.52
