Depto;Departamento;Fam;Familia;anioretail;mesretail;ventasnetas;costos;Utilidad;% Margen
5;Cocina;787;ENSALADA;2013;2;16756;-7873;8882;0.53
5;Cocina;787;ENSALADA;2013;5;14825;-7510;7315;0.49
5;Cocina;787;ENSALADA;2013;8;11792;-6540;5253;0.45
5;Cocina;791;LIBROS DE COCINA;2013;3;5075;-2577;2499;0.49
5;Cocina;791;LIBROS DE COCINA;2013;6;5866;-2843;3024;0.52
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;1;156027;-68781;87246;0.56
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;4;173461;-89419;84042;0.48
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;7;206572;-110077;96495;0.47
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;10;144185;-71122;73064;0.51
5;Cocina;869;UTENSILIOS PARA BAR;2013;5;11470;-5720;5750;0.5
5;Cocina;869;UTENSILIOS PARA BAR;2013;8;12096;-6271;5824;0.48
5;Cocina;869;UTENSILIOS PARA BAR;2013;11;19931;-10334;9597;0.48
6;Regalos;439;Flores/Plantas/Accesorios;2013;1;179;-86;92;0.52
6;Regalos;439;Flores/Plantas/Accesorios;2013;4;179;-86;92;0.52
6;Regalos;439;Flores/Plantas/Accesorios;2013;7;36;-17;18;0.52
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;7;4015;-1600;2415;0.6
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;10;331842;-114894;216948;0.65
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;2;71;-17;54;0.76
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;5;45;-13;31;0.7
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;11;636037;-199806;436231;0.69
5;Cocina;783;SAL Y PIMIENTA;2013;2;26167;-12893;13274;0.51
5;Cocina;783;SAL Y PIMIENTA;2013;5;41644;-19669;21975;0.53
5;Cocina;783;SAL Y PIMIENTA;2013;12;52732;-28964;23768;0.45
5;Cocina;784;TOP DE COCINA;2013;7;11489;-6427;5062;0.44
5;Cocina;784;TOP DE COCINA;2013;10;14678;-8146;6532;0.45
5;Cocina;785;TÉ Y CAFÉ;2013;2;310312;-135777;174535;0.56
5;Cocina;785;TÉ Y CAFÉ;2013;5;530916;-269466;261450;0.49
5;Cocina;785;TÉ Y CAFÉ;2013;12;1545629;-795601;750028;0.49
5;Cocina;787;ENSALADA;2013;3;19638;-8679;10959;0.56
5;Cocina;787;ENSALADA;2013;6;18703;-10312;8391;0.45
5;Cocina;787;ENSALADA;2013;9;13697;-7065;6633;0.48
5;Cocina;787;ENSALADA;2013;12;36270;-22419;13852;0.38
5;Cocina;791;LIBROS DE COCINA;2013;2;10672;-5849;4823;0.45
5;Cocina;791;LIBROS DE COCINA;2013;9;11297;-6315;4982;0.44
5;Cocina;791;LIBROS DE COCINA;2013;12;12206;-6439;5767;0.47
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;3;225489;-103897;121592;0.54
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;6;164246;-80772;83474;0.51
5;Cocina;869;UTENSILIOS PARA BAR;2013;2;12062;-5601;6461;0.54
5;Cocina;869;UTENSILIOS PARA BAR;2013;9;15331;-8457;6874;0.45
5;Cocina;869;UTENSILIOS PARA BAR;2013;12;46445;-27007;19438;0.42
6;Regalos;439;Flores/Plantas/Accesorios;2013;3;36;-17;18;0.52
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;3;1071;-459;613;0.57
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;6;4729;-1906;2823;0.6
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;9;27682;-10522;17160;0.62
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;12;3140443;-1716628;1423815;0.45
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;1;692;-647;45;0.06
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;4;56;-27;29;0.52
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;7;18;-13;4;0.25
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;12;1307101;-842812;464289;0.36
4;Mesa;613;COMPLEMENTOS DE MESA;2013;2;50561;-22117;28444;0.56
4;Mesa;613;COMPLEMENTOS DE MESA;2013;5;69400;-30886;38514;0.55
4;Mesa;613;COMPLEMENTOS DE MESA;2013;8;42408;-19216;23192;0.55
4;Mesa;613;COMPLEMENTOS DE MESA;2013;11;60813;-30430;30383;0.5
4;Mesa;614;MANTELERÍA;2013;3;414985;-185054;229931;0.55
4;Mesa;614;MANTELERÍA;2013;6;395915;-169394;226521;0.57
4;Mesa;614;MANTELERÍA;2013;9;417281;-200824;216457;0.52
4;Mesa;668;ARTÍCULOS DE BAR;2013;4;9534;-6052;3482;0.37
4;Mesa;668;ARTÍCULOS DE BAR;2013;7;20374;-9857;10517;0.52
4;Mesa;668;ARTÍCULOS DE BAR;2013;10;13360;-5685;7675;0.57
4;Mesa;789;TEXTIL COCINA;2013;2;42202;-17367;24835;0.59
4;Mesa;789;TEXTIL COCINA;2013;5;24156;-9829;14327;0.59
4;Mesa;789;TEXTIL COCINA;2013;8;17298;-8154;9143;0.53
4;Mesa;789;TEXTIL COCINA;2013;11;49214;-25182;24032;0.49
5;Cocina;282;Utensilios;2013;12;24;-7;17;0.7
5;Cocina;287;Refractarios;2013;6;179;-51;128;0.72
5;Cocina;287;Refractarios;2013;9;993;-283;709;0.71
5;Cocina;650;UTENSILIOS PARA REPOSTERÍA;2013;1;63697;-29665;34032;0.53
5;Cocina;650;UTENSILIOS PARA REPOSTERÍA;2013;5;76494;-35496;40998;0.54
5;Cocina;650;UTENSILIOS PARA REPOSTERÍA;2013;8;127245;-66742;60503;0.48
5;Cocina;650;UTENSILIOS PARA REPOSTERÍA;2013;11;224832;-121716;103116;0.46
5;Cocina;779;UTENSILIOS PARA HORNEAR;2013;4;385996;-220633;165363;0.43
5;Cocina;779;UTENSILIOS PARA HORNEAR;2013;7;448825;-248272;200553;0.45
5;Cocina;779;UTENSILIOS PARA HORNEAR;2013;10;426319;-213698;212621;0.5
5;Cocina;780;UTENSILIOS PARA PREPARAR ALIMENTOS;2013;4;479125;-263372;215753;0.45
5;Cocina;780;UTENSILIOS PARA PREPARAR ALIMENTOS;2013;7;253013;-118556;134457;0.53
5;Cocina;780;UTENSILIOS PARA PREPARAR ALIMENTOS;2013;10;261092;-123673;137419;0.53
5;Cocina;781;UTENSILIOS PARA COCINAR;2013;3;1752191;-921202;830989;0.47
5;Cocina;781;UTENSILIOS PARA COCINAR;2013;6;1908220;-1022693;885526;0.46
5;Cocina;781;UTENSILIOS PARA COCINAR;2013;9;1423472;-735268;688204;0.48
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;1;560;-519;41;0.07
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;4;113;-58;55;0.49
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;11;529608;-216431;313177;0.59
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;1;5637;-5511;126;0.02
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;4;321;-149;172;0.54
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;7;-54;19;-34;0.64
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;10;508088;-158373;349714;0.69
7;Artículos Navideños;631;DECORACION INTERIOR;2013;3;29815;-20308;9507;0.32
7;Artículos Navideños;631;DECORACION INTERIOR;2013;6;14574;-9071;5503;0.38
7;Artículos Navideños;631;DECORACION INTERIOR;2013;9;46784;-24234;22550;0.48
7;Artículos Navideños;632;LUCES;2013;1;1339;-1953;-614;-0.46
7;Artículos Navideños;632;LUCES;2013;10;374295;-149032;225264;0.6
7;Artículos Navideños;634;MUÑECOS;2013;9;5967;-4897;1070;0.18
7;Artículos Navideños;634;MUÑECOS;2013;12;788706;-467215;321492;0.41
7;Artículos Navideños;635;EMPAQUE;2013;10;1535;-449;1086;0.71
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;1;40;-40;0;0.0
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;4;13;-12;1;0.09
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;7;143;-56;87;0.61
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;1;-787;-345;-1131;1.44
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;4;107;-41;66;0.62
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;11;785765;-422168;363597;0.46
7;Artículos Navideños;638;CUBERTERÍA;2013;9;696;-327;370;0.53
7;Artículos Navideños;638;CUBERTERÍA;2013;12;216430;-170904;45525;0.21
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;1;-231;187;-45;0.19
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;4;534;-326;207;0.39
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;11;146619;-62793;83826;0.57
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;3;134;-76;58;0.43
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;10;24229;-9714;14515;0.6
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;5;54;-17;36;0.68
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;8;3991;-3865;125;0.03
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;11;3013875;-1284724;1729151;0.57
7;Artículos Navideños;631;DECORACION INTERIOR;2013;4;22808;-15589;7219;0.32
7;Artículos Navideños;631;DECORACION INTERIOR;2013;7;13157;-9653;3504;0.27
7;Artículos Navideños;631;DECORACION INTERIOR;2013;10;274136;-110280;163856;0.6
7;Artículos Navideños;632;LUCES;2013;8;659;-788;-130;-0.2
7;Artículos Navideños;632;LUCES;2013;11;3284966;-1665055;1619911;0.49
7;Artículos Navideños;635;EMPAQUE;2013;1;88;-99;-11;-0.12
7;Artículos Navideños;635;EMPAQUE;2013;11;15767;-6033;9734;0.62
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;5;143;-56;87;0.61
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;8;40;-32;8;0.21
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;11;398092;-178240;219852;0.55
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;2;545;-164;381;0.7
7;Artículos Navideños;638;CUBERTERÍA;2013;3;161;-72;88;0.55
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;10;29756;-9955;19801;0.67
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;6;18;-9;9;0.51
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;9;318;-134;183;0.58
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;12;328540;-223793;104746;0.32
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;1;4523;-1127;3396;0.75
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;4;4269;-1673;2597;0.61
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;7;3742;-1353;2389;0.64
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;1;130;-125;5;0.04
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;4;89;-49;40;0.45
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;10;2275;-839;1436;0.63
5;Cocina;781;UTENSILIOS PARA COCINAR;2013;12;6223382;-3504386;2718996;0.44
5;Cocina;782;ALMACENAMIENTO / DESPENSA;2013;7;312639;-183332;129306;0.41
5;Cocina;782;ALMACENAMIENTO / DESPENSA;2013;10;259478;-123867;135612;0.52
5;Cocina;783;SAL Y PIMIENTA;2013;4;29991;-14474;15517;0.52
5;Cocina;783;SAL Y PIMIENTA;2013;7;15915;-6195;9720;0.61
5;Cocina;783;SAL Y PIMIENTA;2013;10;21734;-10608;11126;0.51
5;Cocina;784;TOP DE COCINA;2013;2;21078;-11384;9694;0.46
5;Cocina;784;TOP DE COCINA;2013;5;13297;-7250;6047;0.45
5;Cocina;784;TOP DE COCINA;2013;8;12107;-6620;5487;0.45
5;Cocina;785;TÉ Y CAFÉ;2013;4;321282;-147194;174088;0.54
5;Cocina;785;TÉ Y CAFÉ;2013;7;446785;-209891;236894;0.53
5;Cocina;785;TÉ Y CAFÉ;2013;10;333824;-154599;179224;0.54
5;Cocina;787;ENSALADA;2013;1;23455;-12198;11257;0.48
5;Cocina;787;ENSALADA;2013;4;21743;-10877;10865;0.5
5;Cocina;787;ENSALADA;2013;11;22990;-11869;11122;0.48
5;Cocina;791;LIBROS DE COCINA;2013;1;3281;-1571;1710;0.52
5;Cocina;791;LIBROS DE COCINA;2013;4;8978;-4194;4784;0.53
5;Cocina;791;LIBROS DE COCINA;2013;7;7025;-3654;3371;0.48
5;Cocina;791;LIBROS DE COCINA;2013;10;6062;-2977;3085;0.51
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;5;206954;-104205;102749;0.5
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;8;127612;-62098;65514;0.51
5;Cocina;792;CUCHILLOS Y TIJERAS;2013;11;172193;-83267;88926;0.52
5;Cocina;869;UTENSILIOS PARA BAR;2013;1;15220;-8019;7201;0.47
5;Cocina;869;UTENSILIOS PARA BAR;2013;4;18238;-10566;7672;0.42
5;Cocina;869;UTENSILIOS PARA BAR;2013;7;13293;-7062;6231;0.47
5;Cocina;869;UTENSILIOS PARA BAR;2013;10;11877;-7063;4813;0.41
6;Regalos;439;Flores/Plantas/Accesorios;2013;2;179;-86;92;0.52
6;Regalos;439;Flores/Plantas/Accesorios;2013;5;228;-173;56;0.24
6;Regalos;439;Flores/Plantas/Accesorios;2013;8;86;-69;17;0.19
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;1;699;-559;140;0.2
7;Artículos Navideños;627;ARBOLES, FOLLAJE Y ACCESORIOS;2013;11;2417186;-1047040;1370146;0.57
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;3;3118;-1285;1833;0.59
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;10;39176;-15157;24020;0.61
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;3;45;-21;24;0.54
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;1;955;-577;378;0.4
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;4;87;-17;70;0.8
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;7;196;-75;121;0.62
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;2;9;-8;1;0.1
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;9;1396;-521;875;0.63
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;12;599495;-397277;202219;0.34
7;Artículos Navideños;833;DULCES Y ALIMENTOS;2013;1;295;-209;86;0.29
7;Artículos Navideños;833;DULCES Y ALIMENTOS;2013;4;37;-26;11;0.3
7;Artículos Navideños;870;DECORACIÓN CASA;2013;10;269677;-84936;184741;0.69
7;Artículos Navideños;890;COCINA NAVIDAD;2013;6;152;-57;95;0.62
7;Artículos Navideños;890;COCINA NAVIDAD;2013;9;2259;-707;1553;0.69
7;Artículos Navideños;890;COCINA NAVIDAD;2013;12;95006;-73215;21791;0.23
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;3;125;-47;78;0.62
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;6;27;-11;16;0.61
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;9;11984;-4297;7687;0.64
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;12;1800225;-1087503;712722;0.4
7;Artículos Navideños;895;ALFOMBRAS;2013;10;4567;-1730;2838;0.62
7;Artículos Navideños;896;CORTINAS Y BLANCOS NAVIDEÑOS;2013;1;121;-186;-65;-0.54
7;Artículos Navideños;896;CORTINAS Y BLANCOS NAVIDEÑOS;2013;10;35679;-15526;20153;0.56
8;Baños;241;Accesorios;2013;11;125;-57;68;0.54
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;3;-500;225;-275;0.55
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;9;20508;-6853;13655;0.67
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;2;0;0;0;0.0
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;9;67356;-46096;21260;0.32
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;12;4464059;-2391457;2072602;0.46
7;Artículos Navideños;631;DECORACION INTERIOR;2013;1;14552;-8308;6244;0.43
7;Artículos Navideños;631;DECORACION INTERIOR;2013;8;11857;-9038;2819;0.24
7;Artículos Navideños;631;DECORACION INTERIOR;2013;11;860610;-435418;425192;0.49
7;Artículos Navideños;632;LUCES;2013;2;0;0;0;0.0
7;Artículos Navideños;632;LUCES;2013;9;49669;-26349;23320;0.47
7;Artículos Navideños;632;LUCES;2013;12;5983009;-3463569;2519440;0.42
7;Artículos Navideños;634;MUÑECOS;2013;1;525;-464;61;0.12
7;Artículos Navideños;634;MUÑECOS;2013;10;102552;-33688;68864;0.67
7;Artículos Navideños;635;EMPAQUE;2013;12;25686;-11607;14079;0.55
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;9;4814;-3014;1799;0.37
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;12;562531;-277829;284701;0.51
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;6;195;-87;108;0.55
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;9;2982;-1041;1941;0.65
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;12;1968574;-1351587;616987;0.31
7;Artículos Navideños;638;CUBERTERÍA;2013;1;99;-72;27;0.27
7;Artículos Navideños;638;CUBERTERÍA;2013;10;24004;-12070;11934;0.5
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;3;313;-93;220;0.7
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;6;36;-12;23;0.65
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;9;1205;-371;834;0.69
7;Artículos Navideños;640;PARA SERVIR (NAVIDEÑO);2013;12;533651;-334523;199128;0.37
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;2;900;-416;483;0.54
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;8;18;-9;9;0.51
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;11;92329;-43518;48811;0.53
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;5;4645;-1846;2800;0.6
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;8;3856;-1559;2296;0.6
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;11;188017;-88869;99148;0.53
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;5;67;-31;36;0.54
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;8;134;-59;75;0.56
7;Artículos Navideños;827;ARTÍCULOS DE BAR;2013;11;5833;-2433;3400;0.58
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;6;420;-227;193;0.46
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;9;1129;-370;759;0.67
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;12;149152;-107518;41634;0.28
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;1;237;-262;-25;-0.11
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;7;1338;-807;531;0.4
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;10;96082;-34597;61485;0.64
7;Artículos Navideños;833;DULCES Y ALIMENTOS;2013;2;298;-209;90;0.3
7;Artículos Navideños;833;DULCES Y ALIMENTOS;2013;12;2403;-1802;601;0.25
7;Artículos Navideños;870;DECORACIÓN CASA;2013;5;23;-37;-14;-0.6
7;Artículos Navideños;870;DECORACIÓN CASA;2013;8;62;-61;0;0.0
7;Artículos Navideños;870;DECORACIÓN CASA;2013;11;1054816;-415630;639187;0.61
7;Artículos Navideños;890;COCINA NAVIDAD;2013;1;373;-250;123;0.33
7;Artículos Navideños;890;COCINA NAVIDAD;2013;4;116;-61;55;0.48
7;Artículos Navideños;890;COCINA NAVIDAD;2013;11;49880;-21355;28525;0.57
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;1;537;-231;306;0.57
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;4;201;-112;89;0.44
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;11;1148344;-472189;676155;0.59
7;Artículos Navideños;895;ALFOMBRAS;2013;12;99515;-70477;29039;0.29
7;Artículos Navideños;896;CORTINAS Y BLANCOS NAVIDEÑOS;2013;12;403728;-334817;68911;0.17
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;2;449;-191;258;0.57
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;5;673;-263;410;0.61
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;8;152;-55;96;0.63
7;Artículos Navideños;828;REPOSTERIA NAVIDEÑA;2013;11;156120;-74419;81701;0.52
7;Artículos Navideños;829;BAÑO Y ACCESORIOS;2013;3;5;-8;-3;-0.51
7;Artículos Navideños;833;DULCES Y ALIMENTOS;2013;11;107;-78;29;0.27
7;Artículos Navideños;870;DECORACIÓN CASA;2013;6;4;0;4;1.0
7;Artículos Navideños;870;DECORACIÓN CASA;2013;9;16922;-7642;9280;0.55
7;Artículos Navideños;870;DECORACIÓN CASA;2013;12;1728417;-1088786;639631;0.37
7;Artículos Navideños;890;COCINA NAVIDAD;2013;2;214;-91;123;0.57
7;Artículos Navideños;890;COCINA NAVIDAD;2013;5;89;-36;54;0.6
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;2;174;-63;111;0.64
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;5;290;-135;155;0.53
7;Artículos Navideños;893;TEXTIL PARA MESA;2013;8;496;-179;317;0.64
8;Baños;241;Accesorios;2013;4;89;-28;61;0.69
8;Baños;242;Cuidado d/Cuerpo/Aromícos;2013;5;22;-100;-78;-3.48
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;3;1827047;-920884;906163;0.5
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;6;1571521;-710514;861007;0.55
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;10;1303767;-646247;657520;0.5
8;Baños;773;CUIDADO PERSONAL;2013;3;1148444;-664833;483611;0.42
8;Baños;773;CUIDADO PERSONAL;2013;10;842340;-474638;367703;0.44
8;Baños;774;ACCESORIOS DE BAÑO;2013;5;695195;-279525;415670;0.6
8;Baños;774;ACCESORIOS DE BAÑO;2013;8;787276;-353071;434205;0.55
8;Baños;774;ACCESORIOS DE BAÑO;2013;11;996086;-455790;540296;0.54
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;6;223;-67;156;0.7
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;9;9706;-5179;4527;0.47
7;Artículos Navideños;628;FLORES, RAMAS Y FOLLAJES DECORADOS;2013;12;1197891;-602435;595456;0.5
7;Artículos Navideños;629;NACIMIENTOS Y VILLAS;2013;10;257905;-89993;167912;0.65
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;3;45;-13;32;0.72
7;Artículos Navideños;630;DECORACIÓN ÁRBOL;2013;6;6;-2;4;0.62
7;Artículos Navideños;631;DECORACION INTERIOR;2013;2;19226;-11173;8053;0.42
7;Artículos Navideños;631;DECORACION INTERIOR;2013;5;14821;-11198;3623;0.24
7;Artículos Navideños;631;DECORACION INTERIOR;2013;12;1630947;-1132713;498234;0.31
7;Artículos Navideños;634;MUÑECOS;2013;11;366046;-133843;232203;0.63
7;Artículos Navideños;635;EMPAQUE;2013;9;1476;-1487;-11;-0.01
7;Artículos Navideños;636;TEXTIL DECORACIÓN CASA;2013;10;44136;-13516;30620;0.69
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;3;196;-75;121;0.62
7;Artículos Navideños;637;VAJILLAS DE NAVIDAD Y COMPLEMENTOS;2013;10;116092;-41877;74215;0.64
7;Artículos Navideños;638;CUBERTERÍA;2013;11;85703;-51205;34498;0.4
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;1;468;-255;213;0.45
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;4;9;-8;1;0.06
7;Artículos Navideños;641;COMPLEMENTOS DE MESA DE NAVIDAD;2013;7;36;-17;18;0.51
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;2;4819;-2048;2771;0.57
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;6;8183;-3204;4979;0.61
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;9;5339;-1986;3353;0.63
7;Artículos Navideños;826;VIDRIO Y ACRÍLICO;2013;12;695254;-521055;174199;0.25
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;2;1239698;-580764;658933;0.53
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;9;1454881;-690176;764705;0.53
8;Baños;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;2013;12;3367555;-1882680;1484875;0.44
8;Baños;773;CUIDADO PERSONAL;2013;6;1214833;-666891;547942;0.45
8;Baños;773;CUIDADO PERSONAL;2013;9;1098475;-659433;439042;0.4
8;Baños;773;CUIDADO PERSONAL;2013;12;3579616;-2210377;1369239;0.38
8;Baños;774;ACCESORIOS DE BAÑO;2013;1;733448;-316341;417107;0.57
8;Baños;774;ACCESORIOS DE BAÑO;2013;4;780396;-399253;381143;0.49
8;Baños;774;ACCESORIOS DE BAÑO;2013;7;789963;-365186;424777;0.54
8;Baños;774;ACCESORIOS DE BAÑO;2013;10;654042;-278322;375720;0.57
8;Baños;819;VESTUARIO;2013;3;94440;-58574;35866;0.38
8;Baños;819;VESTUARIO;2013;10;76326;-30541;45785;0.6
9;Organización;412;Closets;2013;12;268;-112;155;0.58
9;Organización;416;Papel Contact;2013;12;179;-82;97;0.54
9;Organización;431;Almacenador Plástico p/Cocina;2013;10;10160;-7480;2679;0.26
9;Organización;432;Plásticos p/Mesa/Escolar;2013;11;62;-25;38;0.6
9;Organización;642;LAVANDERÍA;2013;4;513826;-257613;256213;0.5
9;Organización;642;LAVANDERÍA;2013;7;690151;-345531;344620;0.5
9;Organización;642;LAVANDERÍA;2013;10;612383;-305139;307244;0.5
9;Organización;643;CLOSET;2013;1;509678;-249636;260041;0.51
9;Organización;643;CLOSET;2013;4;528285;-275951;252335;0.48
9;Organización;643;CLOSET;2013;7;653807;-322819;330989;0.51
9;Organización;644;OFICINA;2013;2;63514;-33721;29793;0.47
9;Organización;644;OFICINA;2013;5;84093;-42967;41126;0.49
