Fecha;Número de Vendedor;Nom_Completo_Vendedor;Número de cliente;Tipo;Departamento - Clave;Departamento;Familia - Clave;Familia;Ventas Netas (Q);Costo
2015-06-01;6;;56;Real;58;;988;AUDIO Y SONIDO PARA EL HOGAR;224494.68;161138.04
2015-06-01;1;;14;Real;2247;;748;BAÑO;55668.57;28434.61
2015-06-01;1;;42;Real;2247;;749;HERRAMIENTAS Y ACCESORIOS;392476.14;221966.52
2015-06-01;1;;14;Real;2247;;977;INTERCOMUNICADORES Y TIMBRES;140024.58;97323.48
2015-06-01;4;;40;Real;2247;;979;ALARMAS Y SISTEMAS DE VIDEO;42209.62;28403.54
2015-06-01;1;;78;Real;2248;;208;PERROS ADIESTRAMIENTO Y EDUCACION;56767.55;28866.3
2015-06-01;1;;8;Real;2248;;377;PERROS ENTRETENIMIENTO;31551.05;13850.17
2015-06-01;3;;29;Real;2248;;378;PERROS GROOMING E HIGIENE;88870.29;53700.64
2015-06-01;1;;59;Real;2248;;691;PERROS TRANSPORTE, CAMAS Y CASAS;151874.39;81425.15
2015-06-01;1;;74;Real;2248;;763;PERROS ALIMENTACION;255665.17;185163.14
2015-06-01;1;;59;Real;2248;;765;AVES;41160.41;26277.67
2015-06-01;1;;74;Real;2248;;767;HAMSTER, CONEJOS, REPTILES;718.73;444.17
2015-06-01;1;;68;Real;2248;;768;GATOS;47775.29;24003.37
2015-06-01;1;;47;Real;2248;;897;PERRO LIMPIEZA Y REMOCION DE OLORES;14035.36;8034.15
2015-06-01;6;;52;Real;2;;261;Mantelería;6.21;0
2015-06-01;1;;14;Real;2;;776;EDREDONES Y DUVETS;714103.04;448552.82
2015-06-01;1;;5;Real;2;;777;ROPA DE CAMA;1804600.16;921573.29
2015-06-01;4;;37;Real;2;;778;ALMOHADAS Y COLCHONES;1104113.83;626397.66
2015-06-01;8;;77;Real;3;;600;ESTUFAS ELÉCTRICAS;62476.69;39379.32
2015-06-01;1;;74;Real;3;;601;OLLAS;196008.86;112937.18
2015-06-01;1;;74;Real;3;;604;ASPIRADORAS Y CUIDADO DE PISO;374010.08;224916.42
2015-06-01;7;;65;Real;3;;606;DISPENSADORES D/AGUA;53151.94;29246.65
2015-06-01;1;;8;Real;3;;608;UTENSILIOS ELÉCTRICOS;10437.05;5871.27
2015-06-01;1;;3;Real;3;;793;CAFÉ Y TÉ;666313.59;420645.25
2015-06-01;1;;14;Real;3;;794;LICUADORAS;562634.37;333626.87
2015-06-01;1;;48;Real;3;;795;BATIDORAS;151111.82;91171.75
2015-06-01;5;;49;Real;3;;796;EXPRIMIDORES Y EXTRACTORES;96852.86;58917.75
2015-06-01;6;;57;Real;3;;797;PROCESADORES DE COMIDA;83667.89;52172.91
2015-06-01;1;;59;Real;3;;798;HORNOS Y TOSTADORES;648778.95;449681.96
2015-06-01;3;;25;Real;3;;799;PARRILLAS Y SARTENES;55228.4;31351.37
2015-06-01;1;;74;Real;4;;609;VAJILLAS Y COMPLEMENTOS;1029992.16;566966.75
2015-06-01;1;;68;Real;4;;611;VIDRIO Y ACRÍLICO;496095.07;268268.09
2015-06-01;1;;68;Real;4;;612;PARA SERVIR;139463.92;69592.29
2015-06-01;1;;59;Real;4;;613;COMPLEMENTOS DE MESA;55361.71;30839.34
2015-06-01;1;;68;Real;4;;614;MANTELERÍA;421321.21;179609.09
2015-06-01;6;;55;Real;4;;668;ARTÍCULOS DE BAR;17115.37;7097.94
2015-06-01;1;;14;Real;4;;789;TEXTIL COCINA;87950.33;48392.3
2015-06-01;6;;55;Real;5;;650;UTENSILIOS PARA REPOSTERÍA;158778.46;84387.4
2015-06-01;1;;47;Real;5;;651;COMESTIBLES PARA DECORAR;142.84;62.34
2015-06-01;1;;14;Real;5;;779;UTENSILIOS PARA HORNEAR;435710.48;223741.2
2015-06-01;1;;4;Real;5;;780;UTENSILIOS PARA PREPARAR ALIMENTOS;336475.27;188035.14
2015-06-01;6;;58;Real;5;;781;UTENSILIOS PARA COCINAR;1723116.49;939858.55
2015-06-01;1;;68;Real;5;;782;ALMACENAMIENTO / DESPENSA;316023.62;171408.66
2015-06-01;1;;47;Real;5;;783;SAL Y PIMIENTA;27101.23;22297.04
2015-06-01;1;;68;Real;5;;784;TOP DE COCINA;19182.06;11079.7
2015-06-01;2;;19;Real;5;;785;TÉ Y CAFÉ;443725.65;235765.94
2015-06-01;3;;21;Real;5;;787;ENSALADA;18933.31;11558.21
2015-06-01;6;;53;Real;5;;791;LIBROS DE COCINA;4144.87;2436.3
2015-06-01;1;;1;Real;5;;792;CUCHILLOS Y TIJERAS;122203.98;69218.9
2015-06-01;8;;75;Real;5;;869;UTENSILIOS PARA BAR;12413.42;7643.8
2015-06-01;1;;59;Real;8;;241;Accesorios;295.73;143.9
2015-06-01;1;;3;Real;8;;669;PRIMEROS AUXILIOS;12720.94;7329.33
2015-06-01;8;;76;Real;8;;772;TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO;1850325.89;999244.89
2015-06-01;1;;59;Real;8;;773;CUIDADO PERSONAL;1166059.63;667016.63
2015-06-01;1;;8;Real;8;;774;ACCESORIOS DE BAÑO;951460.31;404581.32
2015-06-01;8;;84;Real;8;;819;VESTUARIO;135806.12;83066.48
2015-06-01;4;;37;Real;9;;380;BASURA Y RECICLAJE;422641.56;214631.79
2015-06-01;8;;79;Real;9;;412;Closets;1638.06;701.71
2015-06-01;1;;59;Real;9;;413;Lavandería;53.56;20.86
2015-06-01;1;;68;Real;9;;414;Contenedores;12061.58;7339.14
2015-06-01;2;;16;Real;9;;416;Papel Contact;522.2;252.8
2015-06-01;8;;72;Real;9;;642;LAVANDERÍA;406762.95;180444.51
2015-06-01;1;;47;Real;9;;643;CLOSET;768656.57;389136.84
2015-06-01;1;;9;Real;9;;644;OFICINA;13904.62;8744.44
2015-06-01;6;;55;Real;9;;645;ORGANIZACION COCINA;647585.73;338279.66
2015-06-01;6;;53;Real;9;;646;FOOD-ON-THE-GO;150938.41;92339.19
2015-06-01;1;;14;Real;9;;647;BAÑO;999.89;1245.96
2015-06-01;1;;59;Real;9;;648;ALMACENAJE Y ORGANIZACIÓN;1038425.99;566164.02
2015-06-01;8;;86;Real;9;;649;ARTICULOS DE VIAJE;29911.87;23758.31
2015-06-01;7;;61;Real;10;;690;COMBOS DE LÁMPARAS;135931.54;73370.86
2015-06-01;1;;23;Real;10;;725;LÁMPARAS DE MESA;407418.08;208061.31
2015-06-01;1;;59;Real;10;;726;LÁMPARAS DE PIE;91229.62;46169.32
2015-06-01;6;;58;Real;10;;727;LÁMPARAS DE PARED;120667.63;53452.98
2015-06-01;1;;47;Real;10;;728;LÁMPARAS DE TECHO;751146.89;344575
2015-06-01;3;;30;Real;10;;729;LÁMPARAS DE EXTERIOR;114358.57;51737.93
2015-06-01;7;;66;Real;10;;730;ACCESORIOS Y REPUESTOS PARA LÁMPARAS;17644.35;11622.98
2015-06-01;1;;47;Real;15;;769;ALFOMBRAS DE EXTERIOR;312708.33;149246.24
2015-06-01;1;;47;Real;15;;770;ALFOMBRAS DE ÁREA;776797.05;372058.57
2015-06-01;6;;52;Real;15;;771;COMPLEMENTOS DE ALFOMBRAS;24537;12031.08
2015-06-01;1;;47;Real;42;;107;PERSIANAS;185612.36;81216.44
2015-06-01;6;;56;Real;42;;108;GALERIAS;339116.82;120109.87
2015-06-01;1;;14;Real;42;;655;CORTINAS;842741.8;337710.89
2015-06-01;3;;23;Real;59;;408;Mueble Plastico P/J;84.81;46.43
2015-06-01;1;;59;Real;59;;617;SILLAS, BANCAS Y BANCOS DE EXTERIOR;68729.71;44477.49
2015-06-01;1;;59;Real;59;;618;MUEBLES DE EXTERIOR;219182.26;124215.74
2015-06-01;1;;59;Real;59;;619;TOLDOS, SOMBRILLAS Y LONAS;491048.58;256842.26
2015-06-01;1;;6;Real;59;;620;ACCESORIOS PARA MUEBLES DE EXTERIOR;410.7;257.14
2015-06-01;8;;85;Real;806;;307;DULCES Y SNACKS;838816.85;578006.71
2015-06-01;6;;58;Real;806;;308;IMPULSO FERRETERIA/HOGAR;534604.82;310783.02
2015-06-01;1;;20;Real;806;;309;IMPULSO JUGUETON;2514.68;3550.98
2015-06-01;1;;68;Real;806;;877;BEBIDAS;213812.35;136393.86
2015-06-01;1;;14;Real;807;;693;DORMITORIO DE NIÑOS;902919.01;479466.79
2015-06-01;4;;32;Real;807;;694;VESTUARIO DE NIÑOS;125806.57;59538.37
2015-06-01;1;;59;Real;807;;696;CAMPING;24383.87;9867.4
2015-06-01;1;;68;Real;807;;697;MESA;27507.82;16273.88
2015-06-01;1;;74;Real;807;;698;ORGANIZACIÓN Y ALMACENAMIENTO;177337.36;98498.08
2015-06-01;7;;62;Real;807;;699;ESCOLAR;190462.36;113875.07
2015-06-01;1;;68;Real;807;;815;JUGUETES INFANTILES;53807.59;30016.8
2015-06-01;1;;59;Real;807;;816;BAÑO INFANTIL;157389.01;105352.48
2015-06-01;8;;79;Real;807;;817;MUEBLES DE NIÑO;77727.36;51458.33
2015-06-01;1;;9;Real;807;;818;ARTICULOS DE VERANO PARA NIÑOS;19985.4;10829.55
;;;;;;;;;;
2015-06-01;1;;42;Real;807;;825;ARTICULOS DE INVIERNO PARA NIÑOS;491515.1;239482.55
2015-06-01;1;;74;Real;2249;;621;SILLONES, SILLAS Y BANCOS;793338.99;485392.5
2015-06-01;4;;38;Real;2249;;622;MUEBLES DE SALA Y COMEDOR;445260.19;254286
2015-06-01;1;;5;Real;2249;;625;MUEBLES DE OFICINA;291912.73;196866.96
2015-06-01;1;;14;Real;2249;;626;ACCESORIOS DE DECORACIÓN;89016.01;42291.03
2015-06-01;1;;59;Real;2249;;670;MUEBLES DE HABITACIÓN;32932.02;33276.84
2015-06-01;1;;74;Real;2250;;656;FLORES Y PLANTAS;337712.85;196311.33
2015-06-01;4;;37;Real;2250;;658;FIGURAS Y ESCULTURAS;161902.45;94458.61
2015-06-01;1;;14;Real;2250;;659;DECORACIÓN DE COCINA Y MESA;25819.96;18974.26
2015-06-01;6;;51;Real;2250;;660;BASES PARA ARREGLOS;182187.67;124033.25
2015-06-01;8;;85;Real;2250;;661;MINIATURAS DECORATIVAS;430.32;211.85
2015-06-01;8;;72;Real;2250;;662;CHIMENEAS, FUENTES Y FAROLES;124450.82;93883.29
2015-06-01;1;;74;Real;2250;;664;ALBUMS Y MARCOS;366654.23;218854.97
2015-06-01;1;;47;Real;2250;;665;REGALOS OCASIONES ESPECIALES;74459.02;42850.93
2015-06-01;1;;14;Real;2250;;666;REGALOS PARA HOMBRE;233048.06;125880.26
2015-06-01;1;;68;Real;1;;900;Barbie;625853.19;612965.17
2015-06-01;1;;5;Real;1;;901;Belleza Niñas;29114.16;13912.62
2015-06-01;1;;59;Real;1;;902;Hogar Niñas;58353.32;25184.69
2015-06-01;8;;85;Real;1;;903;Muñecas;332862.77;166219.54
2015-06-01;1;;47;Real;1;;904;Lanzadores;110261.49;61193.21
2015-06-01;7;;61;Real;1;;905;Deportes;123002.55;66589.54
2015-06-01;3;;22;Real;1;;906;Figuras de Acción;615773.17;390496.71
2015-06-01;7;;61;Real;1;;907;Hobbies;58054.4;38378.16
2015-06-01;6;;58;Real;1;;908;Educativo;68329.01;34726.77
2015-06-01;5;;42;Real;1;;910;Vehículos RC;86589.99;59416.45
2015-06-01;1;;47;Real;1;;911;Vehículos Mécanicos;265199;194062.69
2015-06-01;1;;6;Real;1;;913;Playa;1721.23;768.72
2015-06-01;1;;68;Real;1;;914;Montable;133569.84;71097.14
2015-06-01;6;;55;Real;1;;916;Juguetes de Exterior;72548.75;40470.47
2015-06-01;3;;23;Real;1;;920;Arte;322570.28;170622.42
2015-06-01;3;;30;Real;1;;921;Libros;5022.71;4622.31
2015-06-01;1;;59;Real;1;;923;Musical;15581.55;7503.79
2015-06-01;1;;14;Real;1;;926;Plastico;10236.36;4906.04
2015-06-01;5;;43;Real;1;;929;Disfraces;5296.1;3037.07
2015-06-01;1;;59;Real;7;;631;DECORACION INTERIOR;1402.39;860.95
2015-06-01;1;;2;Real;7;;634;MUÑECOS;41.07;54.82
2015-06-01;1;;9;Real;7;;641;COMPLEMENTOS DE MESA DE NAVIDAD;29.45;15.63
2015-06-01;1;;14;Real;7;;826;VIDRIO Y ACRÍLICO;1309.92;935.34
2015-06-01;1;;9;Real;7;;828;REPOSTERIA NAVIDEÑA;473.13;184.26
2015-06-01;1;;59;Real;7;;829;BAÑO Y ACCESORIOS;26.79;25.43
2015-06-01;1;;68;Real;7;;893;TEXTIL PARA MESA;513.18;120.49
2015-06-01;1;;59;Real;7;;896;CORTINAS Y BLANCOS NAVIDEÑOS;3490.07;0
2015-06-01;1;;14;Real;12;;820;UTILES ESCOLARES;14601.24;15589.82
2015-06-01;1;;47;Real;12;;824;MOCHILAS Y BOLSOS ESCOLARES;12744.86;17727.07
2015-06-01;4;;31;Real;2251;;675;DECORACION;20841.66;19227.58
2015-06-01;5;;46;Real;2251;;676;COMESTIBLES;517.34;694.84
2015-06-01;1;;59;Real;11;;837;EDUCACION;7027.49;4530.93
2015-06-01;4;;32;Real;11;;838;CARRUAJES  Y ACCESORIOS;197961.31;118998.47
2015-06-01;1;;74;Real;11;;839;CARGADORES;13004.2;8859.77
2015-06-01;1;;14;Real;11;;842;DECORACION DORMITORIO;14935.89;10135.37
2015-06-01;1;;5;Real;11;;844;PAÑALES Y ACCESORIOS;76688.58;64824.94
2015-06-01;1;;74;Real;11;;848;CUIDADO PERSONAL  (PIEL Y BUCAL);48185.19;34257.03
2015-06-01;1;;2;Real;11;;849;PACIFICADORES;13001.72;10547.24
2015-06-01;3;;26;Real;11;;850;ENTRENADORES;21164.18;11546.19
2015-06-01;1;;74;Real;11;;854;BAÑERAS;29128.8;16011.84
2015-06-01;1;;59;Real;11;;855;SEGURIDAD PARA BANO Y ACCESORIOS PARA B;2896.87;1391.95
2015-06-01;1;;68;Real;11;;857;COMIDA;13155.97;9245.75
2015-06-01;1;;68;Real;11;;858;EMBARAZO;7430.13;3691.9
2015-06-01;1;;47;Real;11;;859;CUIDADO DE LA MADRE;7622.14;5091.12
2015-06-01;3;;30;Real;11;;865;FRAZADAS Y MANTAS;18193.33;9151.3
2015-06-01;1;;47;Real;11;;866;MONITORES;13716.73;12169.4
2015-06-01;1;;2;Real;11;;868;LIMPIEZA BEBES;10464.22;6807.49
2015-06-01;1;;74;Real;11;;933;SILLAS DE CARRO;73021.13;47319.27
2015-06-01;4;;36;Real;11;;935;ACCESORIOS MEDICOS Y CUIDADO DEL BEBE;28341.02;16040.72
2015-06-01;1;;68;Real;11;;937;JUGUETES;140170.51;82886.33
2015-06-01;1;;59;Real;11;;938;TOALLAS;13951.59;9487.04
2015-06-01;1;;4;Real;11;;939;LACTANCIA;184264.25;114453.36
2015-06-01;1;;47;Real;11;;940;ACCESORIOS PARA ALIMENTACION;123652.47;69578.45
2015-06-01;1;;68;Real;11;;942;BARANDAS PARA CAMA;12151.35;7265.61
2015-06-01;1;;47;Real;11;;943;BLANCOS;42374.19;25019.67
2015-06-01;5;;45;Real;11;;944;RECUERDOS;28040.08;38662.52
2015-06-01;1;;47;Real;11;;945;ROPA;229437.24;146670.05
2015-06-01;3;;30;Real;50;;500;Depositos;99623.94;87220.85
2015-06-01;1;;68;Real;50;;520;Loza Sanitaria;514149.09;384939.91
2015-06-01;2;;13;Real;50;;523;Acabadoss;78104.55;60188.7
2015-06-01;5;;42;Real;50;;524;Madera;111598.21;85297.88
2015-06-01;2;;16;Real;50;;525;Materiales de Construcción;580203.89;534160.46
2015-06-01;1;;7;Real;50;;526;Pisos;350310.82;275480.4
2015-06-01;3;;24;Real;50;;527;Puertas;132417.47;89430.05
2015-06-01;1;;68;Real;50;;529;Techos;322196.83;244797.86
2015-06-01;1;;74;Real;50;;530;Tabicación;75505.8;64032.22
2015-06-01;2;;13;Real;50;;549;Cielo Suspendido;26433.89;20753.06
2015-07-01;5;;45;Real;21;;1;Pinturas;10.25;47.42
2015-07-01;4;;39;Real;21;;306;PINTURAS AREAS RECREATIVAS;16889.52;10825.44
2015-07-01;7;;69;Real;21;;329;PINTURAS DE PIZARRAS;14543.79;10483.85
2015-07-01;4;;36;Real;21;;330;PINTURAS DE TECHOS Y PISOS;3007.14;2167
2015-07-01;6;;58;Real;21;;371;BARNICES ARQUITECTÓNICOS;16708.15;10851.75
2015-07-01;3;;26;Real;21;;751;BROCHAS, RODILLOS Y BANDEJAS;243810.98;111187.61
2015-07-01;6;;53;Real;21;;752;SELLADORES;236757.41;149238.3
2015-07-01;5;;41;Real;21;;753;SOLVENTES;111324.78;86168.6
2015-07-01;7;;64;Real;21;;754;IMPERMEABILIZACIÓN;654570.22;442567.16
2015-07-01;5;;42;Real;21;;755;PINTURAS ARQUITECTÓNICAS;1618018.06;1102387.54
2015-07-01;1;;14;Real;21;;756;PINTURAS INDUSTRIALES, PROTECTORAS Y MA;278980.67;197111.1
2015-07-01;2;;18;Real;21;;757;ACABADOS PARA MADERA;93578.58;65158.59
2015-07-01;1;;47;Real;21;;758;PINTURA EN SPRAY;199799.65;100695.66
2015-07-01;2;;13;Real;21;;759;PREPARADORES DE SUPERFICIE ARQUITECTÓNI;132595.65;87298.24
2015-07-01;6;;58;Real;21;;760;DECORACIÓN;12621.2;24643.89
2015-07-01;4;;40;Real;21;;761;ROCIADORES DE PINTURA;12015.88;6289.63
2015-07-01;4;;37;Real;22;;303;PLACAS Y MECANISMOS ELECTRICOS;183755.34;106550.71
2015-07-01;2;;16;Real;22;;949;LINTERNAS;311181.66;172495.27
2015-07-01;3;;21;Real;22;;950;BATERIAS Y CARGADORES;301655.84;174222.3
2015-07-01;4;;33;Real;22;;951;ILUMINACIÓN;2038312.31;1167194.1
2015-07-01;3;;25;Real;22;;952;LAMPARAS;133309.5;70211.3
2015-07-01;1;;47;Real;22;;953;EXTENSIONES Y PROTECTORES DE CORRIENTE;420885.17;203472.75
2015-07-01;8;;80;Real;22;;954;CABLES/ALAMBRES;130047.1;77833.22
2015-07-01;1;;33;Real;22;;955;ACCESORIOS PARA CABLES/ALAMBRES;136482.34;60383.2
2015-07-01;1;;14;Real;22;;956;ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE;44311.77;21483.81
2015-07-01;6;;55;Real;22;;957;TIMERS Y CONTROLES INTELIGENTES;12743.05;6655.08
2015-07-01;1;;74;Real;22;;958;FLIPONES Y CAJAS DE DISTRIBUCIÓN;20321.71;12856.28
2015-07-01;1;;39;Real;22;;959;CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS;32348.45;16965.17
2015-07-01;1;;10;Real;22;;960;HERRAMIENTAS Y ACCESORIOS PARA TRABAJO;198517.49;96434.62
2015-07-01;2;;11;Real;23;;305;ACCESORIOS PARA HERRAMIENTAS NEUMATICAS;8414.15;4340.24
2015-07-01;3;;28;Real;23;;686;HERRAMIENTAS NEUMÁTICAS;16147.15;9179.75
2015-07-01;1;;14;Real;23;;716;HERRAMIENTA ELÉCTRICA;1353083.31;965380.97
2015-07-01;1;;68;Real;23;;718;HERRAMIENTAS ESTACIONARIAS;66156.66;41492.66
2015-07-01;1;;3;Real;23;;720;HERRAMIENTA MANUAL PARA CORTAR;147419.83;74201.9
2015-07-01;1;;59;Real;23;;721;HERRAMIENTA MANUAL DE USO GENERAL;820272.31;444444.92
2015-07-01;8;;84;Real;23;;722;HERRAMIENTA MANUAL PARA MEDIR Y MARCAR;93450.49;50913.43
2015-07-01;1;;68;Real;23;;723;HERRAMIENTA MANUAL PARA UNIR / PEGAR;81550.99;42855.83
2015-07-01;8;;73;Real;23;;724;CAJAS DE HERRAMIENTAS Y ORGANIZADORES;156388.85;81212.51
2015-07-01;1;;68;Real;23;;961;GENERADORES DE ENERGÍA;40760.24;29045.94
2015-07-01;3;;27;Real;24;;42;Valvulas p/Cañería;-68.71;-45.16
2015-07-01;1;;47;Real;24;;962;GRIFERÍA;666545.95;384007.86
2015-07-01;1;;47;Real;24;;963;EMPAQUES;9349.36;4161.15
2015-07-01;1;;74;Real;24;;964;TUBERÍA, CONEXIONES Y DRENAJE;527189.15;264920.06
2015-07-01;6;;51;Real;24;;971;CALENTADORES DE AGUA;1016125.32;675636.7
2015-07-01;1;;68;Real;24;;972;HERRAMIENTAS DE PLOMERÍA;40216.97;20037.81
2015-07-01;8;;83;Real;24;;973;LLAVES;193741.48;106718.58
2015-07-01;6;;51;Real;24;;974;DESAGÜE Y ACCESORIOS;193228.76;100704.09
2015-07-01;1;;14;Real;24;;980;BOMBAS DE AGUA;126649.87;75219.09
2015-07-01;2;;13;Real;24;;984;FILTROS;63853.87;31873.07
2015-07-01;1;;14;Real;24;;985;LAVATRASTOS;88920.77;56640.36
2015-07-01;5;;43;Real;24;;986;SECADORES Y EXTRACTORES DE BAÑO;15555.75;8103.19
2015-07-01;1;;14;Real;24;;987;MUEBLES Y ESPEJOS;47709.3;28401.64
2015-07-01;1;;59;Real;25;;682;DECORACIÓN DE AUTOS;4035.55;1728.33
2015-07-01;1;;5;Real;25;;683;REPUESTOS DE AUTOS;412421.01;276563.85
2015-07-01;7;;64;Real;25;;965;SEGURIDAD AUTOMOTRIZ;58344;28108.79
2015-07-01;3;;25;Real;25;;993;ACCESORIOS DE AUTOS;259783.67;120429.56
2015-07-01;1;;59;Real;25;;994;COBERTORES;92857.08;48536.04
2015-07-01;1;;68;Real;25;;995;HERRAMIENTAS PARA VEHÍCULOS;335349.55;185596.66
2015-07-01;6;;54;Real;25;;996;ILUMINACIÓN;52468.39;24767.3
2015-07-01;7;;65;Real;25;;997;PORTAEQUIPAJE Y CARGA;49813.91;21592.86
2015-07-01;1;;85;Real;25;;998;LIMPIEZA Y MANTENIMIENTO;1489931.32;1000471.47
2015-07-01;1;;4;Real;25;;999;PEGAMENTOS, SELLADORES Y SILICONES;53114.38;24608.48
2015-07-01;8;;84;Real;26;;545;ACEITES Y LUBRICANTES USO GENERAL;61393.4;30535.97
2015-07-01;2;;20;Real;26;;705;CANDADOS;243477.22;116292.46
2015-07-01;1;;47;Real;26;;706;FIJACIÓN;245867.37;109768.14
2015-07-01;8;;80;Real;26;;707;ACCESORIOS DE FIJACIÓN;10381.6;3988.47
2015-07-01;6;;56;Real;26;;708;ACCESORIOS PARA MUEBLES;217461.24;88165.52
2015-07-01;1;;7;Real;26;;709;ACCESORIOS PARA PUERTAS Y VENTANAS;251812.71;114284.3
2015-07-01;1;;14;Real;26;;711;ACCESORIOS DE SEGURIDAD;75732.63;41063.69
2015-07-01;1;;7;Real;26;;712;RODOS;31595.5;14946.8
2015-07-01;1;;14;Real;26;;713;ORGANIZADORES;200502.63;109984.94
2015-07-01;6;;54;Real;26;;714;ZÓCALOS Y PROTECTORES;29480.38;15221.62
2015-07-01;1;;25;Real;26;;715;ACCESORIOS DE MEDICIÓN;1337.92;889.61
2015-07-01;8;;76;Real;26;;967;LAZOS, CADENAS, CABLES Y ALAMBRES;118377.71;50795.39
2015-07-01;1;;6;Real;26;;968;CERRADURAS;376476.7;241148.17
2015-07-01;8;;84;Real;26;;983;ACCESORIOS PARA LAZOS, CADENAS, CABLES;26617.79;11193.89
2015-07-01;1;;74;Real;27;;688;DECORACIÓN DE JARDÍN;1258.86;1704.76
2015-07-01;1;;14;Real;27;;689;INSECTICIDAS, FUNGICIDAS Y TRAMPAS;48902.38;27323.11
2015-07-01;1;;47;Real;27;;700;FERTILIZANTES Y CUBRESUELOS;97007.74;57032.71
2015-07-01;3;;26;Real;27;;701;RIEGO DE JARDÍN;405931.42;210014.83
2015-07-01;2;;11;Real;27;;702;HERRAMIENTAS DE JARDÍN;250966.28;117705.3
2015-07-01;1;;14;Real;27;;703;ILUMINACIÓN EXTERIOR;91031.12;41644.17
2015-07-01;6;;51;Real;27;;704;MAQUINARIA DE JARDÍN;897082.24;605090.35
2015-07-01;3;;29;Real;27;;800;ACCESORIOS PARA JARDÍN;358031.99;199431.45
2015-07-01;1;;68;Real;28;;379;ACCESORIOS DE NATACION;3214.84;1283.8
2015-07-01;4;;36;Real;28;;559;CAMPING ACCESORIOS;198426.47;108725.5
2015-07-01;1;;4;Real;28;;587;CAMPING COCINA;2346.83;1048.3
2015-07-01;2;;15;Real;28;;588;EXPLORADOR SUPERVIVENCIA;22687.05;9002.83
2015-07-01;1;;68;Real;28;;589;EXPLORADOR SALUD Y SEGURIDAD;2325.82;1518.23
2015-07-01;1;;7;Real;28;;740;CHURRAQUERAS Y ACCESORIOS;275875.22;151313.27
2015-07-01;1;;14;Real;28;;741;UTENSILIOS PARA BBQ;19321.54;9641.27
2015-07-01;4;;39;Real;28;;742;CALENTADORES DE AMBIENTE;13439.37;8882.56
2015-07-01;1;;47;Real;28;;743;PISCINAS;1700.78;678.81
2015-07-01;1;;68;Real;28;;744;INFLABLES PARA PISCINA;7854.92;3542.11
2015-07-01;1;;68;Real;28;;745;JUEGOS, DEPORTES Y ACCESORIOS;127035.6;71698.75
2015-07-01;1;;14;Real;28;;898;EQUIPO DE EJERCICIO;3401.68;1957.65
2015-07-01;8;;83;Real;28;;969;CAMPING MOBILIARIO;204463.64;111364.1
2015-07-01;1;;36;Real;28;;970;MANTENIMIENTO PARA PISCINA;2298.62;998.41
2015-07-01;8;;79;Real;30;;300;HIGIENE DE MANOS;147472.58;93550.26
2015-07-01;1;;68;Real;30;;304;INSTITUCIONALES;195770.26;138107.01
2015-07-01;6;;60;Real;30;;732;HERRAMIENTAS Y ACCESORIOS PARA LIMPIEZA;455784.28;252485.65
2015-07-01;1;;8;Real;30;;733;LIMPIEZA Y CUIDADO DEL HOGAR;597139.25;422243.99
2015-07-01;1;;14;Real;30;;734;JABONES, SUAVIZANTES Y QUITAMANCHAS;696831.79;543583.16
2015-07-01;8;;83;Real;30;;735;SELLADORES Y ABRILLANTADORES;37953.79;24355.25
2015-07-01;8;;79;Real;30;;737;PRODUCTOS DE PAPEL PARA EL HOGAR;55479.91;39802.78
2015-07-01;1;;74;Real;30;;738;CONTROL DE PLAGAS;239974.07;162966.36
2015-07-01;3;;22;Real;58;;966;BASES SOPORTES Y ACCESORIOS;227306.77;113479.69
2015-07-01;8;;85;Real;58;;981;TELÉFONOS Y WALKIE TALKIE;304274.24;205139.23
2015-07-01;1;;47;Real;58;;982;ACCESORIOS DE COMPUTACIÓN;122326.48;84108.72
2015-07-01;5;;42;Real;58;;988;AUDIO Y SONIDO PARA EL HOGAR;250445.66;196417.46
2015-07-01;1;;14;Real;58;;989;TV Y VIDEO;1575414.05;1410968.78
2015-07-01;1;;59;Real;58;;990;AUDIO, SONIDO PERSONAL Y ACCESORIOS;191600.93;149617.94
2015-07-01;6;;55;Real;2247;;748;BAÑO;49007.97;25636.62
2015-07-01;1;;74;Real;2247;;749;HERRAMIENTAS Y ACCESORIOS;272161.09;150789.57
2015-07-01;1;;42;Real;2247;;975;SEGURIDAD PARA BEBÉS;31.24;28
2015-07-01;1;;14;Real;2247;;976;LÁMPARAS Y ACCESORIOS;142202.61;70476.47
2015-07-01;4;;38;Real;2247;;977;INTERCOMUNICADORES Y TIMBRES;152946.01;109730.56
2015-07-01;8;;85;Real;2248;;208;PERROS ADIESTRAMIENTO Y EDUCACION;61048.75;32982.25
2015-07-01;5;;46;Real;2248;;377;PERROS ENTRETENIMIENTO;25802.95;10842.5
2015-07-01;1;;68;Real;2248;;378;PERROS GROOMING E HIGIENE;69968.59;39346.4
2015-07-01;7;;62;Real;2248;;691;PERROS TRANSPORTE, CAMAS Y CASAS;132458.05;67068.97
2015-07-01;1;;59;Real;2248;;763;PERROS ALIMENTACION;202048.02;144950.78
2015-07-01;1;;74;Real;2248;;765;AVES;28844;20532.11
2015-07-01;1;;68;Real;2248;;767;HAMSTER, CONEJOS, REPTILES;696.42;446.42
